protein_pair	probability	status
sp|P0A8V2|RPOB_ECOLI-sp|P0ADZ4|RS15_ECOLI	0.74	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7S9|RS13_ECOLI	0.74	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P60624|RL24_ECOLI	0.74	target_target
sp|P05055|PNP_ECOLI-sp|P0AFG8|ODP1_ECOLI	0.74	target_target
sp|P0A7K6|RL19_ECOLI-sp|P21499|RNR_ECOLI	0.74	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P32177|FDHD_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P38038|CYSJ_ECOLI	0.74	target_target
sp|P0A7G6|RECA_ECOLI-sp|P0A9X4|MREB_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P63284|CLPB_ECOLI	0.74	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0AFW2|RMF_ECOLI	0.74	target_target
sp|P23830|PSS_ECOLI-sp|P69913|CSRA_ECOLI	0.74	target_target
sp|P0A6M8|EFG_ECOLI-sp|P35340|AHPF_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P68919|RL25_ECOLI	0.74	target_target
sp|P06612|TOP1_ECOLI-sp|P0A6X7|IHFA_ECOLI	0.74	target_target
sp|P00579|RPOD_ECOLI-sp|P0A6Y8|DNAK_ECOLI	0.74	target_target
sp|P0A9K3|PHOL_ECOLI-sp|P0AG67|RS1_ECOLI	0.74	target_target
sp|P0A705|IF2_ECOLI-sp|P0AC33|FUMA_ECOLI	0.74	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0AEU7|SKP_ECOLI	0.74	target_target
sp|P62399|RL5_ECOLI-sp|Q47156|YAFN_ECOLI	0.74	target_target
sp|P0A853|TNAA_ECOLI-sp|P77674|ABDH_ECOLI	0.73	target_target
rev_sp|Q8NGY6|OR6N2_HUMAN-sp|P0AFG6|ODO2_ECOLI	0.73	target_decoy
sp|P0AFF6|NUSA_ECOLI-sp|P68066|GRCA_ECOLI	0.72	target_target
sp|P00968|CARB_ECOLI-sp|P0A7K2|RL7_ECOLI	0.71	target_target
sp|P0A705|IF2_ECOLI-sp|P50539|MXI1_HUMAN	0.67	target_target
sp|P17169|GLMS_ECOLI-sp|P77674|ABDH_ECOLI	0.67	target_target
sp|P0A7U3|RS19_ECOLI-sp|P45577|PROQ_ECOLI	0.67	target_target
sp|P0A7R1|RL9_ECOLI-sp|P0A7U3|RS19_ECOLI	0.67	target_target
